"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"Lightfoot talks tough to the FOP -- will it backfire?","","Greising, David","Chicago Tribune","Newspapers","","","","2019-06-14","Jun 14, 2019","15","","","10856706","","","ENG","https://www.proquest.com/docview/2239560665?accountid=11226&bdid=72302&_bd=WJ1Okbn1kGht%2FaJG5fUv2FmTcco%3D",""
"TV Actor's Recent Calendar Was Full of Community Service","[National Desk]","Sopan Deb","New York Times","Newspapers","","","","2019-03-28","Mar 28, 2019","A.12","","A.12","03624331","","","ENG","https://www.proquest.com/docview/2198357500?accountid=11226&bdid=72302&_bd=776EsS%2BZcEpQPrzDgOG54VIx7Fg%3D",""
"'Utter madman' killed 7, including himself; will motive ever be known?","","Burkitt, Bree; Garcia, Uriel J","Arizona Republic","Newspapers","","","","2019-02-17","Feb 17, 2019","A.1","","","08928711","","","ENG","https://www.proquest.com/docview/2182115542?accountid=11226&bdid=72302&_bd=6dNOYofbyUM42RKynpJT8zpJS5M%3D",""
"AZ police shootings: some officers fire again and again","79 officers shot 2 or more times 52% worked for Phoenix|21.5% worked for Mesa","Garcia, Uriel J; Burkitt, Bree","Arizona Republic","Newspapers","","","","2019-11-03","Nov 3, 2019","A.7","","","08928711","","","ENG","https://www.proquest.com/docview/2312084994?accountid=11226&bdid=72302&_bd=IHA0KkI5dawE%2BBRjApjNaI16yUM%3D",""
"Closing civil forfeiture loophole would enable law enforcement to build public trust","","Taylor, Betty","St. Louis Post - Dispatch","Newspapers","","","","2019-04-30","Apr 30, 2019","A.11","","","19309600","","","ENG","https://www.proquest.com/docview/2216729856?accountid=11226&bdid=72302&_bd=LZ3AlWlclED9xJ9boN%2B49%2BKgWfw%3D",""
"Letters to the editor, Sept. 11","","","St. Louis Post - Dispatch","Newspapers","","","","2019-09-11","Sep 11, 2019","A.10","","","19309600","","","ENG","https://www.proquest.com/docview/2324986300?accountid=11226&bdid=72302&_bd=Tk%2F0nGLvMIVz3cfC%2BBOVHSRcjeU%3D",""
"CPD looks to keep reducing violence","Focus is on 2020 as reform efforts and top cop search heat up","Gorner, Jeremy; Pratt, Gregory; Sweeney, Annie","Chicago Tribune","Newspapers","","","","2019-12-22","Dec 22, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2329511123?accountid=11226&bdid=72302&_bd=EuXNLMVxad8BOGHmmTHMm1QP8JQ%3D",""
"Cracking Cold Cases With New Technology","[National Desk]","Hauser, Christine","New York Times","Newspapers","","","","2019-04-02","Apr 2, 2019","A.22","","A.22","03624331","","","ENG","https://www.proquest.com/docview/2201502100?accountid=11226&bdid=72302&_bd=OW4FJ0XvVw2To3ssUXgUsxtrox8%3D",""
"New Front in Immigration Fight: Collecting DNA","","Dickerson, Caitlin","New York Times","Newspapers","","","","2019-10-03","Oct 3, 2019","A.1","","","","","","ENG","https://www.proquest.com/docview/2438778843?accountid=11226&bdid=72302&_bd=P1eMnTTZtgJxvlj00corA8KH7Io%3D",""
"Suburban cops up pressure on Foxx to resign","Police chiefs call for special prosecutor in Smollett case","Gorner, Jeremy; Meisner, Jason; Crepeau, Megan","Chicago Tribune","Newspapers","","","","2019-04-05","Apr 5, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2203050920?accountid=11226&bdid=72302&_bd=kXTQLZg%2BUBucdYnWwfpvjBKxgfo%3D",""
"Defense lawyers criticize Montgomery","Justice reform efforts undermined, they say","Polletta, Maria","Arizona Republic","Newspapers","","","","2019-04-03","Apr 3, 2019","A.2","","","08928711","","","ENG","https://www.proquest.com/docview/2202124821?accountid=11226&bdid=72302&_bd=Z0jyYQC%2FyOBbTjQ9P1TC%2BX%2FrsyU%3D",""
"What an Asylum Deal May Ask of Guatemala","[Foreign Desk]","Semple, Kirk","New York Times","Newspapers","","","","2019-07-29","Jul 29, 2019","A.6","","A.6","03624331","","","ENG","https://www.proquest.com/docview/2265416951?accountid=11226&bdid=72302&_bd=YeB04rmwew5yrFy6IPldTHVbE2M%3D",""
"Treat Trump Like a Mafia Boss","[Op-Ed]","Graff, Garrett M","New York Times","Newspapers","","","","2019-03-05","Mar 5, 2019","A.27","","A.27","03624331","","","ENG","https://www.proquest.com/docview/2187747507?accountid=11226&bdid=72302&_bd=0n%2BEQL0gLic4DID1OH0kmrhBWXE%3D",""
"After Brexit, Government Foresees End To Austerity","[Foreign Desk]","Ceylan Yeginsu","New York Times","Newspapers","","","","2019-03-14","Mar 14, 2019","A.8","","A.8","03624331","","","ENG","https://www.proquest.com/docview/2190884613?accountid=11226&bdid=72302&_bd=ULL5nFDcDpuPXb5OIq4QmFOSNtE%3D",""
"Killer who aided police denied parole; Newsom rejects the release of a shot-caller in Mexican Mafia who became an informant.","","Pineda, Dorany","Los Angeles Times","Newspapers","","","","2019-04-26","Apr 26, 2019","B.4","","B.4","04583035","","","ENG","https://www.proquest.com/docview/2214850266?accountid=11226&bdid=72302&_bd=NCF1IdYlh07vUtBuYe7YO93PndY%3D",""
"Couple in Alabama killing ""executed"" 3 people in Bethalto to steal getaway car, police say","","Benchaabane, Nassim","St. Louis Post - Dispatch","Newspapers","","","","2019-12-22","Dec 22, 2019","A.3","","","19309600","","","ENG","https://www.proquest.com/docview/2329726905?accountid=11226&bdid=72302&_bd=P54XVmP%2BxUahKDbJjBe1ptBngkE%3D",""
"Federal grants to fund diversion programs at St. Louis city and county prosecutors' offices","","Joel Currier,","St. Louis Post - Dispatch","Newspapers","","","","2019-10-19","Oct 19, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2306802606?accountid=11226&bdid=72302&_bd=hKocP%2BpBMSGOl6etlvU4qc1g6Ko%3D",""
"FBI Shifts Core Focus To Fight Cyber Threat","","Volz, Dustin; Tau, Byron","Wall Street Journal","Newspapers","","","","2019-03-30","Mar 30, 2019","p. A.1","","","","","","ENG","https://www.proquest.com/docview/2266079242?accountid=11226&bdid=72302&_bd=RPL48pgybIGOmscHnyQALsiA0PQ%3D",""
"U.S. Set to Resume Executions For the First Time Since 2003","[National Desk]","Benner, Katie","New York Times","Newspapers","","","","2019-07-26","Jul 26, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2263990143?accountid=11226&bdid=72302&_bd=4RQHXFUVZ%2B5KDAoyqYgnRbAx1%2Bw%3D",""
"Who gets to plead insanity?","","","Los Angeles Times","Newspapers","","","","2019-03-19","Mar 19, 2019","A.8","","A.8","04583035","","","ENG","https://www.proquest.com/docview/2193454735?accountid=11226&bdid=72302&_bd=S8C1h5Pdylvcy755hOZo9BxGZKE%3D",""
"BACK STORY; Billed for reporting a rape; Despite federal law, some victims are asked to pay for forensic exams","","Andrews, Michelle","Los Angeles Times","Newspapers","","","","2019-07-26","Jul 26, 2019","A.2","","A.2","04583035","","","ENG","https://www.proquest.com/docview/2263994858?accountid=11226&bdid=72302&_bd=5VMa%2FFPAUrafh4drk%2Bvx%2Fu4kpAg%3D",""
"Is downtown St. Louis safe? One state agency says 'no'","","Erickson, Kurt","St. Louis Post - Dispatch","Newspapers","","","","2019-01-12","Jan 12, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2166522884?accountid=11226&bdid=72302&_bd=1KQ%2Fcwmp886fx30S%2BK5hThM0ff4%3D",""
"Disorder Rises in de Blasio's New York","","O'Donnell, Eugene","Wall Street Journal","Newspapers","","","","2019-07-15","Jul 15, 2019","A.17","","","00999660","","","ENG","https://www.proquest.com/docview/2257514296?accountid=11226&bdid=72302&_bd=IPcx%2FC6j1yksesNzFyHcSJpQOm4%3D",""
"Drug Arrests Are Increasing, Even as Opinion Shifts in Favor of Legalization","[National Desk]","Stellin, Susan","New York Times","Newspapers","","","","2019-11-08","Nov 8, 2019","A.20","","A.20","03624331","","","ENG","https://www.proquest.com/docview/2312720199?accountid=11226&bdid=72302&_bd=j2T0DNSpNaaZs4neFe1G6tcwxEo%3D",""
"Law and order","","","St. Louis Post - Dispatch","Newspapers","","","","2019-04-27","Apr 27, 2019","A.4","","","19309600","","","ENG","https://www.proquest.com/docview/2216269379?accountid=11226&bdid=72302&_bd=tNanZh3I9OdnNKoYHQmNlvq%2FRtQ%3D",""
"Don't Ignore the Risks of Pot","","Berenson, Alex","New York Times","Newspapers","","","","2019-01-05","Jan 5, 2019","A.19","","","","","","ENG","https://www.proquest.com/docview/2258145984?accountid=11226&bdid=72302&_bd=NxrMzcCtOnaDobsmFDrEqhUYDNs%3D",""
"ESSENTIAL POLITICS; POLITICAL ROAD MAP; Parole reform fight has ballot implications","","Myers, John","Los Angeles Times","Newspapers","","","","2019-05-19","May 19, 2019","B.3","","B.3","04583035","","","ENG","https://www.proquest.com/docview/2226928916?accountid=11226&bdid=72302&_bd=HXQaAEIVuOpXGlJcUewCvGOFa6w%3D",""
"Man gets life in prison for rape, murder of Schaumburg woman","","Houde, George","Chicago Tribune","Newspapers","","","","2019-09-05","Sep 5, 2019","9","","","10856706","","","ENG","https://www.proquest.com/docview/2284435875?accountid=11226&bdid=72302&_bd=%2BFcCbwR6xNzzVMpX9QF4luLY9EQ%3D",""
"Don't let SB 642 die or get watered down; commentary","","","Orlando Sentinel","Newspapers","","","","2019-04-26","Apr 26, 2019","A.10","","","","","","ENG","https://www.proquest.com/docview/2214879514?accountid=11226&bdid=72302&_bd=Wj6HkKJYOZGarOlOqUvjRiTRx5A%3D",""
"CITY & STATE; Activists grade police on force and accountability; Project aims to shape 'data-informed' policy decisions, organizers say","","Queally, James","Los Angeles Times","Newspapers","","","","2019-05-31","May 31, 2019","B.3","","B.3","04583035","","","ENG","https://www.proquest.com/docview/2232322126?accountid=11226&bdid=72302&_bd=UoQufFiKNki6YFUt%2BUZ%2F0NhliaU%3D",""
"The Best TV Shows on Netflix Right Now","[The Arts/Cultural Desk]","Murray, Noel","New York Times","Newspapers","","","","2019-08-12","Aug 12, 2019","C.5","","C.5","03624331","","","ENG","https://www.proquest.com/docview/2271663683?accountid=11226&bdid=72302&_bd=8%2BoOXuWMlQxpd4wCePh7UvNG4sA%3D",""
"Ex-Democratic Figure Goes Home Under Trump Justice Reform","[Metropolitan Desk]","Weiser, Benjamin","New York Times","Newspapers","","","","2019-04-13","Apr 13, 2019","A.20","","A.20","03624331","","","ENG","https://www.proquest.com/docview/2208597004?accountid=11226&bdid=72302&_bd=X%2F76pDILN6zseZbtifCFLflWpZU%3D",""
"Police seek money for Rapid DNA; System would help solve cases faster, but some wary results wouldn't be as accurate as state lab","","Sheets, Tess","Orlando Sentinel","Newspapers","","","","2019-03-03","Mar 3, 2019","B.1","","","","","","ENG","https://www.proquest.com/docview/2187292665?accountid=11226&bdid=72302&_bd=m7BKcTHuEYShXJqum7W16ExDnpY%3D",""
"Teen Tied to Barnard Killing Is Questioned","[Metropolitan Desk]","Sandoval, Edgar","New York Times","Newspapers","","","","2019-12-27","Dec 27, 2019","A.16","","A.16","03624331","","","ENG","https://www.proquest.com/docview/2330721933?accountid=11226&bdid=72302&_bd=Qp8WxEBKMZcEyYQA8unqDf2eQoE%3D",""
"Suit Against Gun Maker Is Allowed to Continue","","Hussey, Kristin; Williamson, Elizabeth","New York Times","Newspapers","","","","2019-11-13","Nov 13, 2019","A.15","","","","","","ENG","https://www.proquest.com/docview/2314112305?accountid=11226&bdid=72302&_bd=0tTLqlHEU8RstA%2F2JziHAyKWiNo%3D",""
"The FBI Came Calling. The DNA Firm Answered. --- Home tests soar, and how data is used is left largely to companies","","Marcus, Amy Dockser","Wall Street Journal","Newspapers","","","","2019-08-23","Aug 23, 2019","A.1","","","00999660","","","ENG","https://www.proquest.com/docview/2277835064?accountid=11226&bdid=72302&_bd=iuPiligCVMg%2BdIf%2F0c3a9B6SsO4%3D",""
"Supreme Court to Weigh Two Longtime Disputes","","Savage, David G","Los Angeles Times","Newspapers","","","","2019-03-19","Mar 19, 2019","A.7","","","","","","ENG","https://www.proquest.com/docview/2262905756?accountid=11226&bdid=72302&_bd=8Mli5BxmPz%2BpsddcqdsQyFKSGoA%3D",""
"Here's Who's Who in 'The Irishman'","[Correction]","Wilson, Michael","New York Times","Newspapers","","","","2019-11-28","Nov 28, 2019","C.1","","C.1","03624331","","","ENG","https://www.proquest.com/docview/2320603713?accountid=11226&bdid=72302&_bd=0wz%2F0qFMPBJdU1Lu25M4ZXDy12E%3D",""
"State to begin tracking rape kits online","Police say survivors plan will be ready by end of year","Bowen, Alison","Chicago Tribune","Newspapers","","","","2019-03-26","Mar 26, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2197202309?accountid=11226&bdid=72302&_bd=d8mHfuVheG6scp5EQngPpNg5xBM%3D",""
"Federal executions on hold, but they still delay St. Louis-area cases","","Robert Patrick,","St. Louis Post - Dispatch","Newspapers","","","","2019-12-10","Dec 10, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2323063729?accountid=11226&bdid=72302&_bd=6ZDzvoqdHoCjv9F9ADUTJhmi6Qg%3D",""
"THE WORLD; ANALYSIS; Attitudes harden in Hong Kong; Rhetoric shifts, matching the rise in violence between pro-democracy protesters and police.","","Dixon, Robyn; Ryan Ho Kilpatrick","Los Angeles Times","Newspapers","","","","2019-09-02","Sep 2, 2019","A.3","","A.3","04583035","","","ENG","https://www.proquest.com/docview/2283058127?accountid=11226&bdid=72302&_bd=MzCIGDvY%2F0%2F9032Vz%2B8hkiArYL8%3D",""
"A Man Is Stabbed in London. Possible Witnesses Stay Mum. 39 of Them Are Arrested.","[Foreign Desk]","Schaverien, Anna","New York Times","Newspapers","","","","2019-01-01","Jan 1, 2019","A.8","","","03624331","","","ENG","https://www.proquest.com/docview/2161878329?accountid=11226&bdid=72302&_bd=9X4W9QLCdzK0tH7JsbdXvB%2BviYM%3D",""
"Not quite Paradise","Chico, California, is in tumult after wildfire emptied out neighboring community","Wilson, Scott","Chicago Tribune","Newspapers","","","","2019-08-11","Aug 11, 2019","25","","","10856706","","","ENG","https://www.proquest.com/docview/2270884295?accountid=11226&bdid=72302&_bd=bWJPSSWRTKoloMSPhtO%2FHoNptN0%3D",""
"Released After 36 Years, Thanks to Fingerprint Evidence That Was There All Along","[National Desk]","Fuller, Thomas","New York Times","Newspapers","","","","2019-03-22","Mar 22, 2019","A.16","","A.16","03624331","","","ENG","https://www.proquest.com/docview/2195011662?accountid=11226&bdid=72302&_bd=CARQS13utWM9hH8tCaWC4AuQbGU%3D",""
"Cook County's jail reforms shouldn't put domestic violence victims at risk","","","Chicago Tribune","Newspapers","","","","2019-05-06","May 6, 2019","13","","","10856706","","","ENG","https://www.proquest.com/docview/2220142324?accountid=11226&bdid=72302&_bd=hdmqjAMRWw3Q1GzDOB98CnGJSPQ%3D",""
"Lessons for Police Reform","","Emanuel, Rahm","New York Times","Newspapers","","","","2019-05-09","May 9, 2019","A.23","","","","","","ENG","https://www.proquest.com/docview/2266161591?accountid=11226&bdid=72302&_bd=QQg2sr6iVCIUjEZwcr%2BTdDxNCPk%3D",""
"Cuomo Ties Hate to Domestic Terrorism","[Metropolitan Desk]","Wang, Vivian","New York Times","Newspapers","","","","2019-08-16","Aug 16, 2019","A.18","","A.18","03624331","","","ENG","https://www.proquest.com/docview/2273637950?accountid=11226&bdid=72302&_bd=%2FDfiwCWsBwoMcQjJSxP6tcC5Tb8%3D",""
"Tell us how your mentor changed the course of your life [Corrected 01/21/2020]","","","Chicago Tribune","Newspapers","","","","2019-12-01","Dec 1, 2019","22","","","10856706","","","ENG","https://www.proquest.com/docview/2320028564?accountid=11226&bdid=72302&_bd=Od1eoupEtpew%2FwHnLUqr71Lu01k%3D",""
"A complicated 'alloy'","Ben Hecht was a Chicago voice (and political activist) for the ages","Phillips, Michael; movie critic","Chicago Tribune","Newspapers","","","","2019-03-31","Mar 31, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2200154465?accountid=11226&bdid=72302&_bd=A5I%2FlfPuO2oO5Y0n%2F519DjFp9cs%3D",""
"Trump Does His Divisive El Paso Number","[Op-Ed]","Cohen, Roger","New York Times","Newspapers","","","","2019-02-09","Feb 9, 2019","A.20","","A.20","03624331","","","ENG","https://www.proquest.com/docview/2177510413?accountid=11226&bdid=72302&_bd=b8XNbDNQw18UiCSB7%2FSGrYQ20Yg%3D",""
"Lawmakers: Rape survivors shouldn't have to work, study with attackers","","Polletta, Maria","Arizona Republic","Newspapers","","","","2019-03-05","Mar 5, 2019","A.7","","","08928711","","","ENG","https://www.proquest.com/docview/2187904681?accountid=11226&bdid=72302&_bd=Jxfii0TxMWE8b05ITRmvr1ELvdU%3D",""
"Three Whodunits and One Whydidshedoit?","[The Arts/Cultural Desk]","Hale, Mike","New York Times","Newspapers","","","","2019-07-23","Jul 23, 2019","C.7","","C.7","03624331","","","ENG","https://www.proquest.com/docview/2261995836?accountid=11226&bdid=72302&_bd=bRwoADiqhotVU0BQ5fft62YZ8GY%3D",""
"Lessons for Police Reform","[Op-Ed]","Rahm Emanuel","New York Times","Newspapers","","","","2019-05-09","May 9, 2019","A.23","","A.23","03624331","","","ENG","https://www.proquest.com/docview/2221619947?accountid=11226&bdid=72302&_bd=KJVAwt7EXBub3X6DdpsINrpE%2BjI%3D",""
"How Nationalism Found a Home in Sweden","[News; Series]","Becker, Jo","New York Times","Newspapers","","","","2019-08-11","Aug 11, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2270852337?accountid=11226&bdid=72302&_bd=3F43wpbHD0lkSVw1zuut067gpcg%3D",""
"Accused in Mob Case, 2 Defendants Claim They Were Profiled","[Metropolitan Desk]","Bekiempis, Victoria","New York Times","Newspapers","","","","2019-03-08","Mar 8, 2019","A.27","","A.27","03624331","","","ENG","https://www.proquest.com/docview/2188846846?accountid=11226&bdid=72302&_bd=5EmdepPBQKIEvXivn4%2B2%2BoD82cM%3D",""
"Police: Couple accused in Alabama killing may be linked to 3 bodies found in Bethalto home","","Byers, Christine","St. Louis Post - Dispatch","Newspapers","","","","2019-12-21","Dec 21, 2019","A.3","","","19309600","","","ENG","https://www.proquest.com/docview/2329727402?accountid=11226&bdid=72302&_bd=qe0BhxdasMGWeRL%2Fk%2FzIq75Ue84%3D",""
"Hatred Roars Back","","Hier, Marvin; Cooper, Abraham","Los Angeles Times","Newspapers","","","","2019-01-04","Jan 4, 2019","A.9","","","","","","ENG","https://www.proquest.com/docview/2266166233?accountid=11226&bdid=72302&_bd=kZp8aei6b9vJab5ItnDU8QG%2BrTo%3D",""
